POINT_ID,위도,경도,위험도_actual,사고발생확률_p,조건부위험도_r,최종위험도점수,최종위험도점수_percent,개선우선순위1,추천근거_feature1,추천점수1,모델1_shap1,모델2_shap1,개선우선순위2,추천근거_feature2,추천점수2,모델1_shap2,모델2_shap2,개선우선순위3,추천근거_feature3,추천점수3,모델1_shap3,모델2_shap3,추천개수
206917,37.60853572641269,126.9316303473485,0.0,0.6585003,14.1101885,9.291564,42.215736,횡단보도 추가,횡단보도개수,1.7540605948338759,0.27012890577316284,0.9581822752952576,제한속도 하향,제한속도,0.07148596678288074,0.006868355441838503,0.057440292090177536,,,0.0,0.0,0.0,2
439722,37.539949535053005,127.12781795930886,0.0,0.80784583,11.22621,9.069047,41.204746,횡단보도 추가,횡단보도개수,1.5761643323203225,0.17609935998916626,0.4875832796096802,신호등 설치,신호등설치여부,0.2588462475486943,0.06432349234819412,0.0038393104914575815,횡단보도 예고표시 설치,횡단보도예고표시여부,0.06343261138016268,0.007373901084065437,0.019005194306373596,3
31781,37.53690251706571,126.9611189787734,0.0,0.69975686,12.943801,9.057513,41.15234,횡단보도 추가,횡단보도개수,1.3849661641580218,0.09602954238653183,0.4063856899738312,노인/장애인 보호구역 지정,노인장애인보호구역여부,0.3724618340669352,0.04422958195209503,0.04864029958844185,제한속도 하향,제한속도,0.07484793829039706,0.001276426948606968,0.03485846146941185,3
323153,37.51095054437191,126.91390781938964,0.0,0.61910635,14.553677,9.010274,40.93771,횡단보도 추가,횡단보도개수,0.9188344052102879,0.0680132657289505,0.17103277146816254,,,0.0,0.0,0.0,,,0.0,0.0,0.0,1
89817,37.57707616540986,127.0364346120452,0.0,0.81598145,10.93576,8.923377,40.5429,횡단보도 추가,횡단보도개수,1.4269278068273588,0.25904491543769836,0.3780744671821594,CCTV 추가,CCTV개수,0.25113716817723575,0.04191107302904129,0.07295720279216766,제한속도 하향,제한속도,0.15307306256504813,0.0014865585835650563,0.08641454577445984,3
267656,37.53367822580799,126.8461804343114,0.0,0.39437628,22.503208,8.874731,40.321877,횡단보도 추가,횡단보도개수,1.5328664179477496,0.17316880822181702,0.8909857273101807,신호등 설치,신호등설치여부,0.19251094197220525,0.01573672518134117,0.14056439697742462,횡단보도 예고표시 설치,횡단보도예고표시여부,0.1918646884185298,0.03396838530898094,0.05289866775274277,3
88196,37.57713526827342,127.03643616089695,0.0,0.7955002,11.111621,8.839297,40.16089,횡단보도 추가,횡단보도개수,1.2874312277684985,0.27227550745010376,0.31190502643585205,CCTV 추가,CCTV개수,0.34926009445622547,0.05070836469531059,0.11942318826913834,횡단보도 예고표시 설치,횡단보도예고표시여부,0.13593526720171353,0.049670372158288956,0.001482900115661323,3
152589,37.611721427477086,127.02232551594334,0.0,0.6675724,13.201515,8.812967,40.04126,횡단보도 추가,횡단보도개수,1.8023700499643285,0.35222628712654114,0.2945253252983093,횡단보도 예고표시 설치,횡단보도예고표시여부,0.06366664137543446,0.017698148265480995,0.005649534985423088,CCTV 추가,CCTV개수,0.05540084462350965,0.006161591503769159,0.013272630982100964,3
243095,37.54866325836892,126.95684071123227,0.0,0.508397,17.319895,8.805383,40.006798,과속방지턱 추가,과속방지턱개수,1.2789974999881777,0.08917301148176193,0.08938475698232651,가로등 추가,가로등개수,0.07326499276035175,0.0008742596837691963,0.011883157305419445,,,0.0,0.0,0.0,2
161261,37.63364689087033,127.02367396376292,0.0,0.5390204,16.32625,8.800182,39.98317,횡단보도 추가,횡단보도개수,1.0789649143742261,0.11140421032905579,0.4388149678707123,신호등 설치,신호등설치여부,0.5268333274459055,0.0722813531756401,0.1497301310300827,제한속도 하향,제한속도,0.1911401069151233,0.0009892437374219298,0.1453758180141449,3
39981,37.53681608144235,126.96116185050398,0.0,0.69971323,12.39578,8.673491,39.407555,횡단보도 추가,횡단보도개수,1.3352491458515923,0.0989425927400589,0.2982499897480011,노인/장애인 보호구역 지정,노인장애인보호구역여부,0.27682630668678926,0.05146089196205139,0.006084037944674492,신호등 설치,신호등설치여부,0.24107723539604514,0.028379566967487335,0.034905701875686646,3
273109,37.5336879327193,126.84620668956116,0.0,0.40994602,21.144962,8.668293,39.383938,횡단보도 추가,횡단보도개수,1.4717001382931016,0.20186589658260345,0.9623516798019409,신호등 설치,신호등설치여부,0.23663714042808287,0.02925327606499195,0.1689090132713318,횡단보도 예고표시 설치,횡단보도예고표시여부,0.16106734018197097,0.02675257995724678,0.08472013473510742,3
276763,37.53367883623128,126.84618197614589,0.0,0.40994602,21.144962,8.668293,39.383938,횡단보도 추가,횡단보도개수,1.4953196784601168,0.21088622510433197,0.7866673469543457,신호등 설치,신호등설치여부,0.22310681219936623,0.020056603476405144,0.15892420709133148,횡단보도 예고표시 설치,횡단보도예고표시여부,0.1673363635585306,0.03320114687085152,0.05306320637464523,3
315377,37.50062313459164,126.90285507023076,0.0,0.9624066,8.709522,8.382101,38.08364,횡단보도 추가,횡단보도개수,1.3622664940024292,0.21053053438663483,0.27473369240760803,신호등 설치,신호등설치여부,0.25206802214513896,0.06222546100616455,0.02547675184905529,CCTV 추가,CCTV개수,0.17445011386286532,0.028028691187500954,0.034017711877822876,3
369427,37.48995662004249,126.9244523100219,0.0,0.58294153,14.360007,8.371045,38.03341,횡단보도 추가,횡단보도개수,1.564562492066542,0.1680215448141098,0.3709113597869873,신호등 설치,신호등설치여부,0.186311796444272,0.0395062118768692,0.0006637119222432375,가로등 추가,가로등개수,0.00789335194231895,0.0016709149349480867,3.4409760701237246e-05,3
150818,37.62556437241503,127.0253761700638,0.0,0.5951737,14.024322,8.346908,37.92374,횡단보도 추가,횡단보도개수,1.335333381253315,0.10425391793251038,0.38054734468460083,횡단보도 예고표시 설치,횡단보도예고표시여부,0.4347729405960868,0.047475241124629974,0.08275499939918518,CCTV 추가,CCTV개수,0.0769162497629744,0.008512988686561584,0.014293373562395573,3
