모델,PR-AUC,Recall@Top10%,Precision@Top10%,MAE,RMSE
Undersampling Random under Sampling (비율 1대1) + 모델 2개,0.6815221682401671,0.3766503486129654,0.7511834319526627,2.0109841041169503,6.25520588599005
