모델,PR-AUC,Recall@Top10%,Precision@Top10%,MAE,RMSE
Undersampling Tomek Links + 모델 2개,0.7427567048889294,0.4131434505266281,0.8239644970414202,1.9724209312333039,6.148696133314615
